ID,Type,Speaker,Expression,Text,Background,Music,Item,Effect,NextID
ellen_follow_heart,대사,watson,,"""마음을 따르십시오.""

엘렌이 고개를 끄덕인다.

[엘렌]: ""...네. 그렇게 하겠습니다.""",backyard,,,,CHOICE:ellen_search_together|ellen_basement_offer|ellen_encouragement
ellen_met_hope,대사,ellen,,"엘렌이 답한다.

[엘렌]: ""...만나고 싶어요. 호프님을...""

[엘렌]: ""어머니를 사랑했던 분이니까...""",backyard,,,,CHOICE:ellen_search_together|ellen_basement_offer|ellen_encouragement
ellen_take_time_decision,대사,watson,,"""천천히 생각하십시오.""

엘렌이 고개를 끄덕인다.

[엘렌]: ""...고맙습니다.""",backyard,,,,CHOICE:ellen_basement_offer|ellen_basement_offer|ellen_search_together
ellen_reassure_search,대사,watson,,"""반드시 찾겠습니다.""

엘렌이 눈물을 흘린다.

[엘렌]: ""고맙습니다... 탐정님...""",backyard,,,,CHOICE:ellen_basement_offer|ellen_search_together|ellen_encouragement
ellen_prepare,대사,watson,,"""준비가 필요하시겠습니까?""

엘렌이 고개를 젓는다.

[엘렌]: ""아니요... 가겠습니다. 지금 바로...""",backyard,,,,CHOICE:ellen_search_together
ellen_other_clues,대사,ellen,,"엘렌이 생각한다.

[엘렌]: ""아버지는... 서재에도 자주 계셨어요.""

[엘렌]: ""무언가를 쓰시거나... 읽으시거나...""",backyard,,,,CHOICE:ellen_search_together|ellen_basement_offer|ellen_search_together
ellen_wise,대사,watson,,"""현명하시군요.""

엘렌이 미소 짓는다.

[엘렌]: ""...아니에요. 그저... 아버지에게서 배웠을 뿐이에요.""",backyard,,,,CHOICE:ellen_conversation_hub|ellen_basement_offer|ellen_search_together
ellen_wwld,대사,watson,,"""루시라면 어떻게 했을까요?""

엘렌이 잠시 생각한다.

[엘렌]: ""...용서했을 것 같아요. 하지만 정의도 원했을 거예요.""",backyard,,,,CHOICE:ellen_wise|ellen_search_together|ellen_resembles_lucy
ellen_need_help,대사,watson,,"""당신의 도움이 필요합니다.""

엘렌이 고개를 끄덕인다.

[엘렌]: ""...저도 돕고 싶어요. 아버지를 위해...""",backyard,,,,CHOICE:ellen_search_together|ellen_basement_offer|ellen_search_together
ellen_hope_theory,대사,ellen,,"엘렌이 답한다.

[엘렌]: ""호프님이... 아버지에게 무슨 일을 하셨을까요?""

[엘렌]: ""복수를... 하셨을까요?""",backyard,,,,CHOICE:ellen_search_together|ellen_search_together|ellen_dont_worry
ellen_comfort,대사,watson,,"당신이 엘렌을 위로한다.

[왓슨]: ""괜찮습니다...""

엘렌이 눈물을 닦는다.

[엘렌]: ""...고맙습니다.""",backyard,,,,CHOICE:ellen_search_together|ellen_basement_offer|ellen_encouragement
ellen_not_fault,대사,watson,,"""당신 잘못이 아닙니다.""

엘렌이 눈물을 흘린다.

[엘렌]: ""하지만... 제가 뭔가 했어야...""

[왓슨]: ""아닙니다. 당신은 아무 잘못이 없습니다.""",backyard,,,,CHOICE:ellen_search_together|ellen_basement_offer|ellen_encouragement
ellen_after_sounds,대사,ellen,,"엘렌이 답한다.

[엘렌]: ""그 후에는... 조용했어요.""

[엘렌]: ""무서워서... 다락방에서 나가지 못했습니다...""",backyard,,,,CHOICE:ellen_comfort|ellen_search_together|ellen_not_fault
ellen_clues_first,대사,watson,,"""먼저 단서를 모읍시다.""

엘렌이 고개를 끄덕인다.

[엘렌]: ""네... 무엇을 확인해야 할까요?""",backyard,,,,CHOICE:ellen_basement_offer|ellen_search_together|ellen_search_together
ellen_dont_worry,대사,watson,,"""걱정하지 마세요.""

엘렌이 눈물을 닦는다.

[엘렌]: ""...네. 믿겠습니다.""",backyard,,,,CHOICE:ellen_search_together|ellen_basement_offer|ellen_reassure_search
ellen_brave,대사,watson,,"""당신은 용감합니다.""

엘렌이 미소 짓는다.

[엘렌]: ""...고맙습니다.""",backyard,,,,CHOICE:ellen_search_together|ellen_basement_offer|ellen_encouragement
ellen_trust_stangerson,대사,ellen,,"엘렌이 답한다.

[엘렌]: ""...네. 믿어요. 스탠거슨 아저씨를...""

[엘렌]: ""평생 죄책감에 시달렸으니까요...""",backyard,,,,CHOICE:ellen_search_together|ellen_about_suspects|ellen_wise
ellen_about_suspects,대사,ellen,,"엘렌이 답한다.

[엘렌]: ""드레버에 대해서는... 잘 모르겠어요.""

[엘렌]: ""한 번도 본 적이 없으니까...""",backyard,,,,CHOICE:ellen_search_together|ellen_basement_offer|ellen_search_together
ellen_encouragement,대사,watson,,"""용기를 내세요.""

엘렌이 깊게 숨을 쉰다.

[엘렌]: ""...네. 용기...""

당신이 미소 짓는다.

[왓슨]: ""함께 갑시다.""",backyard,,,,CHOICE:ellen_basement_offer|ellen_search_together
ellen_count_praise,대사,ellen,,"엘렌이 미소 짓는다.

[엘렌]: ""네... 아버지는 훌륭한 분이셨어요...""",backyard,,,,CHOICE:ellen_search_together|ellen_basement_offer|ellen_reassure_search
ellen_hope_knows,대사,ellen,,"엘렌이 답한다.

[엘렌]: ""...호프님이 아시나요? 저에 대해서...""

[왓슨]: ""곧 만나게 될 겁니다.""",backyard,,,,CHOICE:ellen_search_together|ellen_basement_offer|ellen_dont_worry
ellen_made_count_happy,대사,ellen,,"엘렌이 미소 짓는다.

[엘렌]: ""...아버지가 저 때문에 행복하셨다면...""

[엘렌]: ""그것만으로도 충분해요.""",backyard,,,,CHOICE:ellen_praise|ellen_search_together|ellen_reassure_search
inn_entrance,대사,watson,,"저택에서 도보로 20분 거리에 있는 작은 여관.

[왓슨]: 여기가 드레버가 묵었다는 여관이군.

낡은 간판이 삐걱거린다. ""그린 라이온 여관(Green Lion Inn)"".

홈즈가 주변을 살핀다.

[홈즈]: 왓슨, 저 마차 자국을 보게. 최근 3일 이내의 흔적이 여러 개 있어. 

[왓슨]: 드레버의 것도 있을까?

[홈즈]: 확인해봐야겠군. 들어가세.

여관 문을 밀고 들어가자, 낡은 나무 바닥이 삐걱거린다.",,,,,CHOICE:inn_meet_innkeeper|inn_lobby_investigate
inn_ask_coachman,대사,innkeeper,,"[홈즈]: 최근에 다른 투숙객이 있었나요?

매튜스가 고개를 끄덕인다.

[여관주인]: 아, 네. 제퍼슨 호프라는 마차꾼이 있습니다.

[왓슨]: 마차꾼이요?

[여관주인]: 네. 3일 전부터 묵고 계십니다. 2층 끝방에 계시죠.

홈즈와 당신이 시선을 교환한다.

[홈즈]: 어떤 사람입니까?

[여관주인]: 조용하고... 슬퍼 보이는 분이에요. 별로 말이 없으시고... 밤마다 창밖만 바라보시더라고요.

[여관주인]: 그리고... 가끔 누군가의 이름을 부르시는 것 같았어요. '루시'라고...",,,,,CHOICE:inn_hope_location|inn_hope_behavior|inn_meet_hope|inn_meet_innkeeper
inn_hope_location,대사,innkeeper,,"""호프가 지금 방에 있습니까?""

여관 주인이 위층을 본다.

[제임스 매튜스]: ""네... 아마 계실 겁니다. 저녁 식사도 거르시고...""

[셜록 홈즈]: ""식사를 거른다고요?""

[제임스 매튜스]: ""네. 3일간... 거의 안 드셨어요. 물만 드시고...""

[제임스 매튜스]: ""걱정이 되어서 여쭤봤더니... '식욕이 없다'고만 하시더라고요.""

홈즈가 메모한다.

[셜록 홈즈]: ""무언가에 골몰하고 있군요...""",inn,,,,CHOICE:inn_hope_behavior|inn_meet_hope|inn_hope_mansion_visit
inn_hope_behavior,대사,innkeeper,,"""호프의 이상한 행동을 본 적 있습니까?""

여관 주인이 잠시 생각한다.

[제임스 매튜스]: ""이상하다기보다는... 슬퍼 보였어요.""

[제임스 매튜스]: ""첫날 밤... 방에서 흐느끼는 소리가 들렸습니다.""

[왓슨]: ""흐느끼는 소리?""

[제임스 매튜스]: ""네... '루시... 미안해... 너무 늦었어...' 하고...""

그가 눈을 내리icana.

[제임스 매튜스]: ""그리고 어제 밤... 저택 방향을 향해 오래 서 계셨어요. 창밖에서...""

[제임스 매튜스]: ""손에 무언가... 은빛으로 빛나는 걸 쥐고 계셨는데...""

홈즈가 날카롭게 묻는다.

[셜록 홈즈]: ""로켓입니까?""

[제임스 매튜스]: ""...아마도요.""",inn,,,,CHOICE:inn_hope_mansion_visit|inn_meet_hope|inn_hope_drebber_contact
inn_hope_mansion_visit,대사,innkeeper,,"""호프가 백작 저택에 갔다 온 적 있습니까?""

여관 주인이 고개를 끄덕인다.

[제임스 매튜스]: ""네. 어제 저녁... 마차를 끌고 나가셨어요.""

[셜록 홈즈]: ""몇 시경입니까?""

[제임스 매튜스]: ""7시쯤이었던 것 같아요. 그리고... 밤 10시쯤 돌아오셨죠.""

[제임스 매튜스]: ""돌아오셨을 때... 얼굴이 창백하셨어요. 그리고 손이 떨리고...""

[왓슨]: ""무슨 일이 있었던 겁니까?""

여관 주인이 한숨을 쉰다.

[제임스 매튜스]: ""모르겠어요... 하지만 뭔가... 큰일을 저지르신 것 같았어요.""

[제임스 매튜스]: ""방으로 올라가시면서... '이제... 끝이다'라고 중얼거리시더라고요.""",inn,,,,CHOICE:inn_hope_today|inn_meet_hope|inn_hope_brought_something
inn_meet_hope,대사,watson,,"""호프를 만나고 싶습니다. 안내해주시겠습니까?""

여관 주인이 망설인다.

[제임스 매튜스]: ""...손님이 만나고 싶어하실지 모르겠습니다만...""

[셜록 홈즈]: ""사건 조사를 위해 필요합니다.""

[제임스 매튜스]: ""알겠습니다. 2층으로 오시죠.""

계단을 올라간다.

복도 끝에 낡은 문이 보인다.

여관 주인이 문을 두드린다.

[제임스 매튜스]: ""호프 씨? 손님이 오셨습니다.""

잠시 침묵.

그리고... 문이 천천히 열린다.",inn,,,,CHOICE:hope_room_enter
hope_room_enter,대사,watson,,"방 안으로 들어간다.

좁고 어두운 방이다. 창문 하나, 침대 하나, 낡은 책상 하나... 벽에는 곰팡이 냄새가 배어있다.

제퍼슨 호프가 창가에 우두커니 서 있다. 등을 보이고.

그의 손에는... 은빛 로켓이 쥐어져 있다. 손가락이 떨리고 있다.

[제퍼슨 호프]: (돌아보지 않고, 낮고 지친 목소리로) ""...탐정님들.""

그가 천천히 돌아선다. 깊이 패인 눈, 수염으로 덮인 얼굴, 20년의 세월이 새겨진 주름.

[제퍼슨 호프]: (쓸쓸하게 미소 지으며) ""오실 줄 알았습니다. 셜록 홈즈... 유명한 탐정이시죠.""

홈즈가 조용히 문을 닫는다. 딸깍, 자물쇠 소리가 울린다.

[셜록 홈즈]: (날카로운 시선으로) ""제퍼슨 호프. 당신에게 몇 가지 물어볼 게 있습니다.""

호프가 로켓을 내려다본다. 그의 눈에 눈물이 고인다.

[제퍼슨 호프]: (떨리는 목소리로) ""...루시에 대해서겠죠. 제가... 사랑했던 여인.""",inn,,,,CHOICE:hope_lucy_relationship|hope_last_night|hope_twenty_years
hope_lucy_relationship,대사,watson,,"""루시와... 무슨 사이였습니까?""

호프가 떨리는 손으로 로켓을 펼친다. 낡은 경첩이 삐걱거린다.

안에는 젊은 여성의 초상화가 있다. 루시다. 미소 짓고 있는 그녀의 모습.

[제퍼슨 호프]: (목이 메어) ""...약혼자였습니다. 제 인생의 전부였죠.""

[왓슨]: (조심스럽게) ""약혼자라고요?""

[제퍼슨 호프]: (눈을 감으며, 20년 전을 떠올리듯) ""네. 우리는... 사랑했습니다. 진심으로. 이 세상 어떤 것도 우리를 갈라놓을 수 없다고 믿었죠.""

그가 눈을 감는다. 눈가에 주름이 깊게 파인다.

[제퍼슨 호프]: (회상하듯) ""1861년... 유타 사막에서 만났죠. 루시는 아름다웠어요. 금빛 머리카락, 맑은 눈... 하지만 외모만이 아니었습니다. 그녀의 영혼이... 너무나 순수했어요.""

[제퍼슨 호프]: (미소 지으며) ""정의롭고, 용감하고, 선했습니다. 약자를 돌보고, 진실을 말하고... 그런 사람이었죠.""

[셜록 홈즈]: (조용히) ""하지만... 헤어졌습니까?""

호프의 주먹이 떨린다. 로켓을 쥔 손이 하얗게 질린다.

[제퍼슨 호프]: (분노를 억누르며, 이를 갈며) ""헤어진 게 아닙니다... **빼앗겼습니다**. 짐승들에게.""",inn,,,,CHOICE:hope_who_took_lucy|hope_after_lucy|hope_loved_lucy
hope_who_took_lucy,대사,hope,,"""누가... 누가 루시를 빼앗았습니까?""

호프의 얼굴이 일그러진다. 분노와 슬픔이 뒤섞인 표정.

[제퍼슨 호프]: (침을 삼키며, 증오가 담긴 목소리로) ""모로 백작... 그리고 그의 개들, 드레버와 스탠거슨.""

[제퍼슨 호프]: (주먹을 쥐며) ""백작은 '영원한 구원 교단'이라는 신비주의 모임을 만들었습니다. 거짓된 약속으로 루시의 아버지 페리어 영감을 속였죠.""

[제퍼슨 호프]: (목소리가 떨리며) ""페리어 영감은 백작의 투자 사기로 파산했고... 루시는 병에 걸렸지만 치료받을 돈이 없었습니다.""

그가 분노에 떤다. 온몸이 경련하듯 떨린다.

[제퍼슨 호프]: (격하게) ""백작은 루시가 사기를 고발하지 못하도록... 미국의 모르몬교도들과 더러운 거래를 했습니다. '순종하는 새 신부'를 원한다고!""

[제퍼슨 호프]: (눈물을 흘리며) ""루시를 넘겨준 겁니다. 강제 결혼을 시키기 위해... 드레버 그 짐승에게...""

[왓슨]: (경악하며) ""...""

[제퍼슨 호프]: (손으로 얼굴을 가리며) ""저는... 루시를 구하려 했습니다. 말을 타고, 밤낮으로 달렸어요. 하지만... 너무 늦었어요.""

그가 흐느낀다. 20년간 쌓인 슬픔이 터져나온다.

[제퍼슨 호프]: (울먹이며) ""루시는... 결혼 한 달 만에 병으로 죽었습니다. 슬픔과 절망으로... 제 이름을 부르며...""",inn,,,,CHOICE:hope_revenge_decision|hope_twenty_years|hope_moment_silence
hope_revenge_decision,대사,hope,,[호프]: 결정은 이미 내렸소. 20년 전에...,,,,,hope_go_basement_together
hope_twenty_years,대사,hope,,"""20년간... 무엇을 했습니까?""

호프가 창밖을 본다.

[제퍼슨 호프]: ""추적했습니다. 백작과 그의 공범들을...""

[제퍼슨 호프]: ""드레버는 쉽게 찾았어요. 런던에서 도박으로 빚더미에 앉아있더군요.""

[제퍼슨 호프]: ""스탠거슨은... 백작의 집사로 있었습니다. 죄수처럼...""

[왓슨]: ""백작은 어떻게 찾았습니까?""

[제퍼슨 호프]: ""10년이 걸렸습니다. 백작은 이름을 바꾸고 숨어살았으니까...""

[제퍼슨 호프]: ""하지만 결국... 찾아냈습니다. 이 저택에서...""

홈즈가 묻는다.

[셜록 홈즈]: ""그동안 무엇을 했습니까? 단지 추적만?""

호프가 고개를 젓는다.

[제퍼슨 호프]: ""...계획했습니다. 어떻게 심판할지...""",inn,,,,CHOICE:hope_plan_details|hope_why_now|hope_why_poison
hope_twenty_years_tracking,대사,hope,,"""20년간 어떻게 추적했습니까?""

호프가 답한다.

[제퍼슨 호프]: ""처음엔... 막막했습니다. 단서가 없었으니까...""

[제퍼슨 호프]: ""하지만 군대에서 배운 기술이 도움이 됐죠. 정찰, 추적, 잠복...""

[제퍼슨 호프]: ""드레버를 먼저 찾았습니다. 그를 미행하면서... 백작의 위치를 알아냈죠.""

[셜록 홈즈]: ""10년이나 걸렸다고 했습니까?""

[제퍼슨 호프]: ""네... 백작은 조심스러웠으니까요. 이름도 바꾸고, 자주 이사하고...""

[제퍼슨 호프]: ""하지만 한 가지 실수를 했습니다.""

[왓슨]: ""무엇입니까?""

[제퍼슨 호프]: ""드레버와 스탠거슨을 계속 협박한 것... 그 연결고리를 따라가니 백작을 찾을 수 있었어요.""",inn,,,,CHOICE:hope_after_finding|hope_why_wait|hope_plan_details
hope_plan_details,대사,hope,,"""어떤 계획이었습니까?""

호프가 잠시 망설인다.

[제퍼슨 호프]: ""...마차꾼으로 위장하는 것부터 시작했습니다.""

[제퍼슨 호프]: ""백작 저택에 물건을 배달하는 척... 내부를 파악했죠.""

[제퍼슨 호프]: ""지하실, 제단, 우물... 모든 걸 조사했습니다.""

홈즈가 날카롭게 묻는다.

[셜록 홈즈]: ""독은 어떻게 구했습니까?""

호프가 눈을 내리icana.

[제퍼슨 호프]: ""...군대에서 배웠습니다. 알칼로이드 계통 독... 추적하기 어렵죠.""

[제퍼슨 호프]: ""천천히 작용하지만... 확실합니다.""

[왓슨]: ""왜 독을 선택했습니까? 칼이나 총이 아니라?""

호프가 로켓을 본다.

[제퍼슨 호프]: ""...루시처럼 천천히 고통받으며 죽게 하고 싶었습니다.""

당신은 숨이 멎는다.

이것이... 복수의 진실이구나.",inn,,,,CHOICE:hope_poisoned_count|hope_other_ways|hope_regret
hope_why_poison,대사,hope,,"""왜 독을 선택했습니까?""

호프가 길게 한숨을 쉰다.

[제퍼슨 호프]: ""...여러 이유가 있습니다.""

[제퍼슨 호프]: ""첫째, 추적이 어렵습니다. 총이나 칼과 달리...""

[셜록 홈즈]: ""하지만 그것만이 이유는 아니겠죠.""

호프가 고개를 끄덕인다.

[제퍼슨 호프]: ""...루시도 천천히 죽어갔습니다. 병으로...""

[제퍼슨 호프]: ""슬픔과 절망이... 그녀를 서서히 죽였죠.""

[제퍼슨 호프]: ""백작도... 같은 방식으로 죽어야 한다고 생각했습니다.""

그가 떨린다.

[제퍼슨 호프]: ""천천히... 고통받으면서... 자신의 죄를 생각하면서...""

당신은 말문이 막힌다.

복수의 잔혹함이... 두렵다.",inn,,,,CHOICE:hope_wanted_suffering|hope_regret|hope_lucy_wish
hope_last_night,대사,hope,,"""어제 밤 백작 저택에서... 무슨 일이 있었습니까?""

호프가 눈을 감는다.

[제퍼슨 호프]: ""...실행했습니다. 20년간 준비한 계획을...""

[왓슨]: ""백작을 독살했습니까?""

호프가 고개를 끄덕인다.

[제퍼슨 호프]: ""...와인에 독을 탔습니다. 백작이 지하실에서 의식을 치를 때...""

[제퍼슨 호프]: ""백작은... 의심하지 않았어요. 저를 마차꾼으로만 알았으니까...""

홈즈가 날카롭게 묻는다.

[셜록 홈즈]: ""그 후에는?""

[제퍼슨 호프]: ""...백작이 독을 마셨습니다. 그리고 쓰러졌죠.""

[제퍼슨 호프]: ""저는... 루시의 로켓을 그 옆에 놓았습니다. 복수의 증표로...""

그가 떨린다.

[제퍼슨 호프]: ""그리고... 돌아왔습니다. 여관으로...""",inn,,,,CHOICE:hope_count_dead|hope_why_no_police|hope_regret
hope_poisoned_count,대사,hope,,"""백작을 독살했습니까?""

호프가 고개를 숙인다.

[제퍼슨 호프]: ""...네. 어제 밤... 와인에 독을 탔습니다.""

[셜록 홈즈]: ""어떻게 접근했습니까?""

[제퍼슨 호프]: ""마차꾼으로... 물건을 배달하는 척했죠.""

[제퍼슨 호프]: ""백작은 의심하지 않았어요. 저를 수십 번 봤지만... 20년 전 저를 기억하지 못했으니까...""

[왓슨]: ""20년... 많이 변하셨겠군요.""

호프가 쓴웃음을 짓는다.

[제퍼슨 호프]: ""네... 젊고 희망에 찬 청년은 사라졌죠. 이제 남은 건... 복수에 불타는 노인뿐...""

그가 로켓을 쥔다.

[제퍼슨 호프]: ""하지만... 해냈습니다. 루시의 복수를...""",inn,,,,CHOICE:hope_count_dead|hope_regret|hope_lucy_wish
hope_count_dead,대사,hope,,"""백작이... 죽었습니까?""

호프가 망설인다.

[제퍼슨 호프]: ""...모르겠습니다.""

[왓슨]: ""모른다고요?""

[제퍼슨 호프]: ""제가 떠날 때... 아직 숨은 붙어있었습니다. 하지만... 독이 퍼지면...""

홈즈가 말한다.

[셜록 홈즈]: ""우리가 백작을 찾았습니다. 지하실에서... 살아있었습니다.""

호프가 충격받는다.

[제퍼슨 호프]: ""...살아있다고요?""

[셜록 홈즈]: ""왓슨 박사가 해독제를 투여했습니다. 백작은 회복 중입니다.""

호프가 주저앉는다.

[제퍼슨 호프]: ""그렇다면... 나는... 살인자도 아니고... 복수자도 아니고...""

그가 로켓을 본다.

[제퍼슨 호프]: ""...실패한 겁니까? 20년을... 허비한 겁니까?""",inn,,,,CHOICE:hope_not_failure|hope_fortunate|hope_lucy_wish
hope_regret,대사,hope,,"""후회하지 않습니까?""

호프가 길게 침묵한다.

[제퍼슨 호프]: ""...후회.""

그가 로켓을 펼친다. 루시의 초상화를 본다.

[제퍼슨 호프]: ""매일... 후회했습니다.""

[왓슨]: ""그런데도 복수를 계속했습니까?""

[제퍼슨 호프]: ""네... 멈출 수 없었어요. 20년을 투자했으니까...""

[제퍼슨 호프]: ""루시의 무덤 앞에서 맹세했으니까...""

그가 눈물을 흘린다.

[제퍼슨 호프]: ""하지만... 이제 와서 생각해보니...""

[제퍼슨 호프]: ""루시는... 복수를 원하지 않았을 것 같습니다.""

홈즈가 조용히 말한다.

[셜록 홈즈]: ""깨달았군요.""

호프가 고개를 끄덕인다.

[제퍼슨 호프]: ""네... 너무 늦게...""",inn,,,,CHOICE:hope_not_too_late|hope_what_now|hope_lucy_forgive
hope_not_too_late,대사,watson,,[왓슨]: 아직 늦지 않았습니다.,,,,,hope_final_choice
hope_what_now,대사,hope,,"""이제... 어떻게 하시겠습니까?""

호프가 창밖을 본다.

[제퍼슨 호프]: ""...모르겠습니다.""

[제퍼슨 호프]: ""20년간... 복수만 생각했습니다. 그것만이 제 삶의 목적이었죠.""

[제퍼슨 호프]: ""하지만 이제... 그게 잘못됐다는 걸 알았습니다.""

그가 로켓을 쥔다.

[제퍼슨 호프]: ""그렇다면... 이제 저는 무엇을 위해 살아야 하나요?""

홈즈가 말한다.

[셜록 홈즈]: ""루시를 위해... 올바른 방식으로.""

[제퍼슨 호프]: ""올바른 방식...""

[왓슨]: ""법정에 서십시오. 진실을 말하십시오. 그것이 루시가 원하는 정의입니다.""

호프가 고개를 끄덕인다.

[제퍼슨 호프]: ""...알겠습니다.""",inn,,,,CHOICE:hope_go_together|hope_meet_ellen_offer|hope_lucy_proud
hope_meet_ellen_offer,대사,watson,,"""엘렌을 만나보시겠습니까?""

호프가 놀란다.

[제퍼슨 호프]: ""엘렌...? 누구입니까?""

[왓슨]: ""루시의 딸입니다.""

호프가 얼어붙는다.

[제퍼슨 호프]: ""...루시의 딸이라고요?""

홈즈가 설명한다.

[셜록 홈즈]: ""백작이 20년간 숨겨 키운 양딸입니다. 루시가 돌아가시기 직전 낳은 아이죠.""

호프가 주저앉는다.

[제퍼슨 호프]: ""루시에게... 딸이... 있었다니...""

[제퍼슨 호프]: ""저는... 몰랐습니다...""

그가 떨린다.

[제퍼슨 호프]: ""만나고 싶습니다... 루시의 딸을...""",inn,,,,CHOICE:hope_to_mansion_with_watson|hope_final_preparation|hope_ellen_encouragement
hope_ellen_encouragement,대사,hope,,"""엘렌도 당신을 만나고 싶어할 겁니다.""

호프가 눈물을 흘린다.

[제퍼슨 호프]: ""정말... 그럴까요?""

[왓슨]: ""확신합니다. 그녀는 어머니 이야기를 듣고 자랐습니다. 당신에 대해서도요.""

[제퍼슨 호프]: ""루시의 딸이... 저를...""

그가 떨린다.",inn,,,,CHOICE:hope_to_mansion_with_watson|hope_courage
hope_loved_lucy,대사,hope,,"""사랑하셨군요.""

호프가 고개를 끄덕인다.

[제퍼슨 호프]: ""네... 제 인생에서 가장 큰 사랑이었습니다.""

[제퍼슨 호프]: ""루시는... 제게 모든 것이었어요. 희망이고, 미래고, 삶의 의미였죠.""

그가 로켓을 쥔다.

[제퍼슨 호프]: ""그녀를 잃고... 저는 껍데기만 남았습니다.""

[제퍼슨 호프]: ""20년간... 복수만이 제게 남은 유일한 목적이었어요.""

[왓슨]: ""하지만 이제는?""

호프가 눈물을 흘린다.

[제퍼슨 호프]: ""이제는... 잘못됐다는 걸 압니다. 루시라면... 이런 저를 원하지 않았을 거예요.""",inn,,,,CHOICE:hope_not_too_late|hope_meet_ellen_offer|hope_lucy_forgive
hope_after_lucy,대사,hope,,"""루시를 잃은 후... 어떻게 되었습니까?""

호프가 창밖을 본다.

[제퍼슨 호프]: ""...무너졌습니다. 완전히.""

[제퍼슨 호프]: ""루시의 장례식 후... 저는 폐인이 되었어요. 술에 빠지고, 싸움에 빠지고...""

[왓슨]: ""...""

[제퍼슨 호프]: ""하지만 어느 날... 루시의 무덤 앞에서 깨달았습니다.""

[제퍼슨 호프]: ""이렇게 무너져 있는 건... 루시를 두 번 죽이는 거라고...""

[제퍼슨 호프]: ""그래서 일어섰습니다. 복수를 위해...""

홈즈가 말한다.

[셜록 홈즈]: ""복수가 당신을 살게 만들었군요.""

[제퍼슨 호프]: ""네... 하지만 동시에... 저를 죽이기도 했습니다.""",inn,,,,CHOICE:hope_living_dead|hope_twenty_years|hope_still_alive
hope_moment_silence,대사,watson,,"당신은 침묵으로 애도한다.

호프가 고맙다는 눈빛을 보낸다.

잠시 침묵이 흐른다.

루시를 위한... 짧은 애도의 시간.

홈즈도 모자를 벗는다.

[셜록 홈즈]: ""루시 페리어... 정의로운 여성이었습니다.""

호프가 고개를 끄덕인다.

[제퍼슨 호프]: ""네... 가장 아름다운 영혼이었습니다.""

잠시 후, 당신이 말한다.",inn,,,,CHOICE:hope_what_now|hope_meet_ellen_offer|hope_lucy_peace
hope_after_finding,대사,hope,,"""백작을 찾은 후에는?""

호프가 답한다.

[제퍼슨 호프]: ""...관찰했습니다. 몇 년간...""

[왓슨]: ""몇 년이나?""

[제퍼슨 호프]: ""네. 백작의 일상, 습관, 약점... 모든 걸 파악했죠.""

[제퍼슨 호프]: ""그리고 발견했습니다... 백작이 매일 밤 지하실에 내려간다는 걸...""

홈즈가 묻는다.

[셜록 홈즈]: ""지하실에서 의식을?""

[제퍼슨 호프]: ""네... 처음엔 무슨 의식인지 몰랐어요. 하지만 나중에 알았죠...""

[제퍼슨 호프]: ""루시를 위한 속죄 의식이었다는 걸...""

그가 쓴웃음을 짓는다.

[제퍼슨 호프]: ""백작도... 괴로워하고 있었던 겁니다. 20년간...""",inn,,,,CHOICE:hope_knew_but_revenge|hope_hesitation|hope_complicated
hope_why_wait,대사,hope,,"""백작을 찾고도... 왜 바로 행동하지 않았습니까?""

호프가 한숨을 쉰다.

[제퍼슨 호프]: ""...망설였습니다.""

[왓슨]: ""망설였다고요?""

[제퍼슨 호프]: ""네. 백작이 속죄하는 모습을 보니까... 혼란스러웠어요.""

[제퍼슨 호프]: ""이 사람도... 괴로워하고 있구나... 죄책감에 시달리고 있구나...""

[셜록 홈즈]: ""그래도 복수를 선택했군요.""

호프가 고개를 끄덕인다.

[제퍼슨 호프]: ""네... 루시의 무덤 앞에서 맹세했으니까요. 포기할 수 없었어요.""

[제퍼슨 호프]: ""하지만... 몇 년을 더 기다렸습니다. 확신이 서지 않아서...""

[제퍼슨 호프]: ""그러다 3개월 전... 결심했습니다.""",inn,,,,CHOICE:hope_why_three_months|hope_trigger|hope_long_thought
hope_other_ways,대사,hope,,"""다른 방법은... 없었습니까?""

호프가 길게 한숨을 쉰다.

[제퍼슨 호프]: ""...생각해봤습니다. 수없이...""

[제퍼슨 호프]: ""경찰에 신고할까? 법정에 백작을 세울까?""

[왓슨]: ""왜 하지 않으셨습니까?""

[제퍼슨 호프]: ""20년이 지났으니까요... 증거도 없고, 증인도 죽었고...""

[제퍼슨 호프]: ""법은 백작을 처벌하지 못할 겁니다.""

홈즈가 말한다.

[셜록 홈즈]: ""그래서 직접 심판하기로...""

호프가 고개를 끄덕인다.

[제퍼슨 호프]: ""네... 잘못된 선택이었습니다. 이제는 압니다.""",inn,,,,CHOICE:hope_regret|hope_can_fix|hope_trust_law
